TensorFlow:  1.13
Model:       googlenet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
1	images/sec: 571.5 +/- 0.0 (jitter = 0.0)	7.069
10	images/sec: 579.4 +/- 3.0 (jitter = 13.5)	7.070
20	images/sec: 580.0 +/- 2.3 (jitter = 9.9)	7.071
30	images/sec: 582.7 +/- 1.9 (jitter = 9.5)	7.070
40	images/sec: 583.2 +/- 1.8 (jitter = 10.6)	7.070
50	images/sec: 584.3 +/- 1.5 (jitter = 9.5)	7.070
60	images/sec: 584.9 +/- 1.3 (jitter = 8.8)	7.070
70	images/sec: 582.5 +/- 1.6 (jitter = 10.5)	7.070
80	images/sec: 582.9 +/- 1.4 (jitter = 10.1)	7.070
90	images/sec: 582.0 +/- 1.4 (jitter = 11.0)	7.069
100	images/sec: 582.2 +/- 1.3 (jitter = 10.1)	7.070
110	images/sec: 582.4 +/- 1.2 (jitter = 9.5)	7.071
120	images/sec: 583.0 +/- 1.1 (jitter = 8.4)	7.070
130	images/sec: 582.8 +/- 1.1 (jitter = 8.9)	7.069
140	images/sec: 582.7 +/- 1.0 (jitter = 8.6)	7.070
150	images/sec: 583.1 +/- 1.0 (jitter = 7.9)	7.071
160	images/sec: 583.4 +/- 0.9 (jitter = 7.7)	7.071
170	images/sec: 583.8 +/- 0.9 (jitter = 7.0)	7.071
180	images/sec: 584.1 +/- 0.8 (jitter = 6.8)	7.070
190	images/sec: 584.3 +/- 0.8 (jitter = 6.8)	7.069
200	images/sec: 584.3 +/- 0.8 (jitter = 7.0)	7.071
210	images/sec: 584.4 +/- 0.7 (jitter = 6.7)	7.069
220	images/sec: 584.6 +/- 0.7 (jitter = 6.5)	7.070
230	images/sec: 584.5 +/- 0.7 (jitter = 6.4)	7.070
240	images/sec: 584.4 +/- 0.7 (jitter = 6.4)	7.071
250	images/sec: 584.6 +/- 0.7 (jitter = 6.4)	7.070
260	images/sec: 584.8 +/- 0.6 (jitter = 6.3)	7.070
270	images/sec: 584.8 +/- 0.6 (jitter = 6.3)	7.069
280	images/sec: 584.8 +/- 0.6 (jitter = 6.3)	7.069
290	images/sec: 584.8 +/- 0.6 (jitter = 6.3)	7.070
300	images/sec: 584.9 +/- 0.6 (jitter = 6.2)	7.069
310	images/sec: 585.0 +/- 0.5 (jitter = 6.1)	7.071
320	images/sec: 584.9 +/- 0.5 (jitter = 6.2)	7.070
330	images/sec: 584.9 +/- 0.5 (jitter = 6.1)	7.070
340	images/sec: 584.8 +/- 0.5 (jitter = 6.3)	7.070
350	images/sec: 584.8 +/- 0.5 (jitter = 6.4)	7.070
360	images/sec: 584.7 +/- 0.5 (jitter = 6.3)	7.070
370	images/sec: 584.7 +/- 0.5 (jitter = 6.2)	7.069
380	images/sec: 584.7 +/- 0.5 (jitter = 6.2)	7.069
390	images/sec: 584.7 +/- 0.5 (jitter = 6.2)	7.070
400	images/sec: 584.7 +/- 0.4 (jitter = 6.1)	7.070
410	images/sec: 584.7 +/- 0.4 (jitter = 6.1)	7.071
420	images/sec: 584.6 +/- 0.4 (jitter = 6.3)	7.070
430	images/sec: 584.6 +/- 0.4 (jitter = 6.3)	7.068
440	images/sec: 584.4 +/- 0.4 (jitter = 6.4)	7.070
450	images/sec: 584.5 +/- 0.4 (jitter = 6.3)	7.069
460	images/sec: 584.5 +/- 0.4 (jitter = 6.3)	7.069
470	images/sec: 584.6 +/- 0.4 (jitter = 6.3)	7.070
480	images/sec: 584.6 +/- 0.4 (jitter = 6.1)	7.070
490	images/sec: 584.6 +/- 0.4 (jitter = 6.2)	7.071
500	images/sec: 584.6 +/- 0.4 (jitter = 6.1)	7.069
510	images/sec: 584.6 +/- 0.4 (jitter = 6.2)	7.071
520	images/sec: 584.6 +/- 0.4 (jitter = 6.1)	7.070
530	images/sec: 584.6 +/- 0.4 (jitter = 6.0)	7.070
540	images/sec: 584.4 +/- 0.4 (jitter = 6.1)	7.070
550	images/sec: 584.4 +/- 0.4 (jitter = 6.1)	7.069
560	images/sec: 584.4 +/- 0.4 (jitter = 6.1)	7.069
570	images/sec: 584.4 +/- 0.3 (jitter = 6.0)	7.071
