TensorFlow:  1.13
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  60 global
             60 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Major Loop Start:Thu Aug 29 22:58:57 2019
Step	Img/sec	total_loss
1	images/sec: 157.2 +/- 0.0 (jitter = 0.0)	7.458
10	images/sec: 156.3 +/- 0.2 (jitter = 1.1)	7.292
20	images/sec: 156.1 +/- 0.2 (jitter = 0.8)	7.357
30	images/sec: 155.8 +/- 0.2 (jitter = 0.9)	7.265
40	images/sec: 155.4 +/- 0.2 (jitter = 1.1)	7.267
50	images/sec: 154.6 +/- 0.3 (jitter = 1.4)	7.281
60	images/sec: 153.8 +/- 0.4 (jitter = 2.1)	7.312
70	images/sec: 153.6 +/- 0.4 (jitter = 2.2)	7.308
80	images/sec: 153.5 +/- 0.3 (jitter = 2.2)	7.275
90	images/sec: 153.4 +/- 0.3 (jitter = 2.3)	7.321
100	images/sec: 153.2 +/- 0.3 (jitter = 2.4)	7.355
110	images/sec: 153.1 +/- 0.3 (jitter = 2.6)	7.302
120	images/sec: 153.0 +/- 0.3 (jitter = 2.6)	7.396
130	images/sec: 152.9 +/- 0.3 (jitter = 2.5)	7.362
140	images/sec: 152.8 +/- 0.3 (jitter = 2.6)	7.289
150	images/sec: 152.7 +/- 0.3 (jitter = 2.5)	7.322
160	images/sec: 152.7 +/- 0.2 (jitter = 2.5)	7.282
170	images/sec: 152.7 +/- 0.2 (jitter = 2.3)	7.318
180	images/sec: 152.7 +/- 0.2 (jitter = 2.3)	7.263
190	images/sec: 152.7 +/- 0.2 (jitter = 2.2)	7.270
200	images/sec: 152.7 +/- 0.2 (jitter = 2.2)	7.309
210	images/sec: 152.7 +/- 0.2 (jitter = 2.1)	7.368
220	images/sec: 152.7 +/- 0.2 (jitter = 2.0)	7.305
230	images/sec: 152.7 +/- 0.2 (jitter = 2.0)	7.337
240	images/sec: 152.6 +/- 0.2 (jitter = 1.9)	7.308
250	images/sec: 152.5 +/- 0.2 (jitter = 2.0)	7.303
260	images/sec: 152.4 +/- 0.2 (jitter = 2.0)	7.308
270	images/sec: 152.3 +/- 0.2 (jitter = 2.0)	7.308
280	images/sec: 152.3 +/- 0.2 (jitter = 2.0)	7.342
290	images/sec: 152.3 +/- 0.2 (jitter = 2.0)	7.294
300	images/sec: 152.2 +/- 0.2 (jitter = 2.0)	7.365
310	images/sec: 152.2 +/- 0.2 (jitter = 2.0)	7.289
320	images/sec: 152.1 +/- 0.2 (jitter = 2.0)	7.282
330	images/sec: 152.1 +/- 0.2 (jitter = 2.1)	7.354
340	images/sec: 152.1 +/- 0.1 (jitter = 2.1)	7.228
350	images/sec: 152.1 +/- 0.1 (jitter = 2.1)	7.271
360	images/sec: 152.1 +/- 0.1 (jitter = 2.0)	7.315
370	images/sec: 152.1 +/- 0.1 (jitter = 2.0)	7.310
380	images/sec: 152.1 +/- 0.1 (jitter = 2.0)	7.299
390	images/sec: 152.1 +/- 0.1 (jitter = 1.9)	7.197
400	images/sec: 152.1 +/- 0.1 (jitter = 1.8)	7.266
410	images/sec: 152.1 +/- 0.1 (jitter = 1.8)	7.297
420	images/sec: 152.1 +/- 0.1 (jitter = 1.8)	7.210
430	images/sec: 152.1 +/- 0.1 (jitter = 1.8)	7.256
440	images/sec: 152.1 +/- 0.1 (jitter = 1.8)	7.281
450	images/sec: 152.1 +/- 0.1 (jitter = 1.7)	7.241
460	images/sec: 152.2 +/- 0.1 (jitter = 1.6)	7.263
470	images/sec: 152.2 +/- 0.1 (jitter = 1.6)	7.284
480	images/sec: 152.2 +/- 0.1 (jitter = 1.6)	7.229
490	images/sec: 152.2 +/- 0.1 (jitter = 1.6)	7.251
500	images/sec: 152.2 +/- 0.1 (jitter = 1.6)	7.323
510	images/sec: 152.2 +/- 0.1 (jitter = 1.5)	7.310
520	images/sec: 152.2 +/- 0.1 (jitter = 1.5)	7.264
530	images/sec: 152.2 +/- 0.1 (jitter = 1.4)	7.245
540	images/sec: 152.2 +/- 0.1 (jitter = 1.4)	7.241
