TensorFlow:  1.13
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  60 global
             60 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Major Loop Start:Thu Aug 29 22:58:57 2019
Step	Img/sec	total_loss
550	images/sec: 152.2 +/- 0.1 (jitter = 1.4)	7.262
560	images/sec: 152.2 +/- 0.1 (jitter = 1.3)	7.266
570	images/sec: 152.2 +/- 0.1 (jitter = 1.3)	7.264
580	images/sec: 152.2 +/- 0.1 (jitter = 1.3)	7.259
590	images/sec: 152.3 +/- 0.1 (jitter = 1.3)	7.247
600	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.302
610	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.257
620	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.271
630	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.240
640	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.300
650	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.323
660	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.227
670	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.347
680	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.242
690	images/sec: 152.3 +/- 0.1 (jitter = 1.2)	7.227
700	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.260
710	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.258
720	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.263
730	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.293
740	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.290
750	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.255
760	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.321
770	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.347
780	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.283
790	images/sec: 152.3 +/- 0.1 (jitter = 1.1)	7.313
800	images/sec: 152.4 +/- 0.1 (jitter = 1.1)	7.314
810	images/sec: 152.4 +/- 0.1 (jitter = 1.1)	7.248
820	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.264
830	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.208
840	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.302
850	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.241
860	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.276
870	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.270
880	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.233
890	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.266
900	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.265
910	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.230
920	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.195
930	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.309
940	images/sec: 152.4 +/- 0.1 (jitter = 1.0)	7.292
950	images/sec: 152.4 +/- 0.1 (jitter = 0.9)	7.298
960	images/sec: 152.4 +/- 0.1 (jitter = 0.9)	7.270
970	images/sec: 152.4 +/- 0.1 (jitter = 0.9)	7.240
980	images/sec: 152.4 +/- 0.1 (jitter = 0.9)	7.311
990	images/sec: 152.4 +/- 0.1 (jitter = 0.9)	7.241
1000	images/sec: 152.4 +/- 0.1 (jitter = 0.9)	7.292
Major Loop End:Thu Aug 29 23:05:31 2019
----------------------------------------------------------------
total images/sec: 152.40
----------------------------------------------------------------
