time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.96	1.80	15.34	2.33	
0.5	13.55	1.79	14.86	2.29	
1.0	13.83	1.83	15.07	2.31	
1.5	13.70	1.73	15.00	2.29	
2.0	13.40	1.82	14.92	2.31	
2.5	17.42	2.93	19.06	3.47	
3.0	18.75	3.36	20.98	4.05	
3.5	15.66	2.39	17.19	2.94	
4.0	13.69	1.80	15.02	2.34	
4.5	17.49	3.00	19.31	3.65	
5.0	18.83	3.37	21.06	4.07	
5.5	15.96	2.67	17.53	3.22	
6.0	14.19	1.95	15.38	2.43	
6.5	17.41	2.98	19.18	3.74	
7.0	19.22	3.56	20.98	4.27	
7.5	15.75	2.62	17.30	3.16	
8.0	13.72	1.83	14.98	2.22	
8.5	17.23	2.95	18.99	3.53	
9.0	20.16	3.98	22.49	4.58	
9.5	38.91	7.39	39.73	8.32	
10.0	46.23	8.52	46.32	9.61	
10.5	45.98	7.93	46.09	8.87	
11.0	56.38	12.36	55.98	12.29	
11.5	65.01	13.50	65.62	12.74	
12.0	70.16	13.48	69.27	13.30	
12.5	81.62	13.55	80.91	13.80	
13.0	72.64	13.75	70.81	13.57	
13.5	78.52	13.11	77.84	13.68	
14.0	87.13	14.01	85.46	13.19	
14.5	86.35	13.81	85.20	13.87	
15.0	84.58	13.56	83.74	13.45	
15.5	76.91	12.73	77.11	13.85	
16.0	83.35	13.77	79.70	12.31	
16.5	81.59	13.78	80.39	13.74	
17.0	85.86	13.90	85.28	14.00	
17.5	85.88	13.61	84.74	13.23	
18.0	85.99	13.76	86.01	14.15	
18.5	85.09	13.80	83.08	13.16	
19.0	84.57	14.06	81.68	13.61	
19.5	86.20	13.51	85.25	13.73	
20.0	80.34	13.41	79.92	13.31	
20.5	87.28	13.72	87.22	14.17	
21.0	86.62	13.90	85.21	13.93	
21.5	86.48	13.74	74.95	13.73	
22.0	79.79	12.64	79.54	13.17	
22.5	86.85	13.90	86.91	13.55	
23.0	83.83	13.93	83.25	13.78	
23.5	85.85	13.61	85.38	13.57	
24.0	86.94	13.60	74.54	13.49	
24.5	84.79	13.82	73.94	13.54	
25.0	84.97	13.56	84.47	12.74	
25.5	86.63	13.67	85.83	13.36	
26.0	85.87	13.77	85.04	13.39	
26.5	80.54	13.45	79.90	13.37	
27.0	87.69	14.08	75.22	13.19	
27.5	85.95	14.00	76.52	13.05	
28.0	87.80	14.12	87.35	14.26	
28.5	80.48	13.23	78.98	13.30	
29.0	87.14	13.77	86.34	13.50	
29.5	86.11	13.98	84.86	12.83	
30.0	85.81	13.83	74.91	12.68	
30.5	87.42	13.74	87.79	13.51	
31.0	85.31	13.64	86.09	14.07	
31.5	85.90	14.13	85.70	13.86	
32.0	84.96	13.63	83.42	13.05	
32.5	86.62	13.95	67.45	12.77	
33.0	84.14	13.20	82.80	12.74	
33.5	87.88	13.90	88.71	13.77	
34.0	86.53	13.90	87.47	13.20	
34.5	86.47	14.05	85.08	14.11	
35.0	83.30	13.57	63.86	12.27	
35.5	86.82	13.93	82.75	13.68	
36.0	87.62	14.26	87.97	13.21	
36.5	87.24	14.08	88.22	13.94	
37.0	86.86	13.80	86.20	14.08	
37.5	86.19	13.67	71.24	13.20	
38.0	86.54	13.99	75.60	12.74	
38.5	88.05	14.03	87.61	13.13	
39.0	86.96	13.84	88.34	13.75	
39.5	83.67	13.32	84.50	13.08	
40.0	86.53	14.12	77.09	13.64	
40.5	87.05	13.92	68.25	12.14	
41.0	87.31	13.71	87.22	13.20	
41.5	84.17	13.83	85.18	12.60	
42.0	87.25	13.82	89.22	14.03	
42.5	87.14	13.92	85.79	13.28	
43.0	86.43	14.01	67.16	12.89	
43.5	85.48	13.86	78.91	12.76	
44.0	86.81	13.13	88.03	13.20	
44.5	84.08	13.89	85.01	13.77	
45.0	86.14	13.73	87.54	13.47	
45.5	85.64	13.78	70.76	12.40	
46.0	85.79	13.70	75.57	12.63	
46.5	86.87	13.87	87.63	13.41	
47.0	86.46	13.97	86.78	13.20	
47.5	85.52	13.60	86.37	13.98	
48.0	83.16	13.46	72.98	12.46	
48.5	83.12	14.11	71.86	12.77	
49.0	88.02	14.13	88.58	13.41	
49.5	86.49	13.76	87.38	13.72	
50.0	82.57	13.16	83.06	13.15	
50.5	87.43	13.74	86.30	13.90	
51.0	86.42	13.99	65.61	11.90	
51.5	86.61	14.07	82.86	13.73	
52.0	83.60	13.05	84.55	13.40	
52.5	87.58	13.74	88.10	13.00	
53.0	87.23	14.28	87.64	14.33	
53.5	86.37	13.82	70.74	12.19	
54.0	85.57	13.15	71.89	12.18	
54.5	85.15	13.51	85.15	12.94	
55.0	85.80	13.77	87.10	13.96	
55.5	86.91	13.95	87.28	13.32	
56.0	86.77	13.58	80.01	13.52	
56.5	83.55	13.70	65.83	12.22	
57.0	89.90	14.03	88.96	13.86	
57.5	87.22	13.99	88.07	13.50	
58.0	86.54	13.68	87.64	13.52	
58.5	85.28	13.81	83.36	13.55	
59.0	87.84	13.90	67.29	12.26	
59.5	86.82	13.80	80.66	13.26	
60.0	86.38	13.80	86.07	13.71	
60.5	84.45	13.55	85.34	13.61	
61.0	88.07	13.92	88.80	13.19	
61.5	87.69	14.18	72.77	13.28	
62.0	86.15	13.86	72.96	12.61	
62.5	87.96	13.67	87.23	13.54	
63.0	86.44	13.64	87.26	12.82	
63.5	87.09	13.86	88.14	14.20	
64.0	87.33	14.12	78.73	12.57	
64.5	86.33	13.61	65.96	12.56	
65.0	85.50	13.36	84.34	12.62	
65.5	87.32	14.15	87.84	13.81	
66.0	87.34	13.86	88.49	13.69	
66.5	86.90	13.84	86.24	13.23	
67.0	82.66	13.57	64.15	12.66	
67.5	84.24	13.71	69.61	12.13	
68.0	87.87	13.88	87.60	12.99	
68.5	86.57	13.82	87.17	13.52	
69.0	84.05	13.46	84.64	13.57	
69.5	88.40	14.13	85.52	13.20	
70.0	86.89	13.93	66.15	12.87	
70.5	86.79	13.84	82.05	12.55	
71.0	85.53	13.82	85.97	13.81	
71.5	87.77	13.95	88.95	13.08	
72.0	86.45	13.82	87.89	14.13	
72.5	87.81	14.30	72.09	12.43	
73.0	84.24	13.54	69.41	12.61	
73.5	87.82	13.86	88.67	13.88	
74.0	87.37	14.02	87.20	13.34	
74.5	85.83	13.85	87.22	13.77	
75.0	86.74	13.67	81.34	12.64	
75.5	82.93	13.18	63.70	12.17	
76.0	87.94	13.96	87.79	12.58	
76.5	86.68	13.87	86.28	13.65	
77.0	86.78	13.92	87.43	13.42	
77.5	83.95	13.47	82.51	13.41	
78.0	88.61	14.21	69.00	12.52	
78.5	87.53	13.91	82.79	13.54	
79.0	86.34	13.71	87.09	13.15	
79.5	85.28	13.74	86.34	13.73	
80.0	88.22	14.02	88.85	13.78	
80.5	85.46	13.86	70.04	11.81	
81.0	86.79	14.01	71.80	13.18	
81.5	86.81	13.28	86.27	12.59	
82.0	86.59	13.76	87.57	13.62	
82.5	86.76	13.95	87.43	13.64	
83.0	86.06	13.85	79.88	13.18	
83.5	86.72	13.77	65.82	11.63	
84.0	84.63	13.09	83.33	13.45	
84.5	87.09	13.98	87.92	12.77	
85.0	88.50	14.15	88.42	13.91	
85.5	86.47	13.81	86.11	12.92	
86.0	84.58	13.60	65.41	12.86	
86.5	88.74	14.22	78.77	13.15	
87.0	87.83	13.94	88.13	13.72	
87.5	87.10	13.85	88.07	13.23	
88.0	81.98	13.21	82.26	13.23	
88.5	87.85	13.93	77.52	12.99	
89.0	86.70	13.96	67.52	12.55	
89.5	88.06	14.04	87.21	13.50	
90.0	84.25	13.45	85.08	13.24	
90.5	88.01	13.95	88.74	13.69	
91.0	87.00	14.11	85.67	13.31	
91.5	86.30	13.83	66.24	12.18	
92.0	86.01	13.70	80.73	13.04	
92.5	86.55	13.81	87.73	13.97	
93.0	86.67	13.93	87.58	12.93	
93.5	87.67	14.08	87.83	14.32	
