         #Time  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM
 1456003420.83     0     34.70     21.93     14.02    10     35.93     23.05     14.36
 1456003420.93     0     38.32     24.86     18.95    10     39.67     26.15     19.11
 1456003421.03     0     36.33     22.84     19.77    10     39.93     25.45     24.99
 1456003421.13     0     36.86     23.41     20.59    10     40.71     26.46     25.54
 1456003421.23     0     41.86     29.40     12.53    10     43.64     30.99     13.68
 1456003421.33     0     41.09     28.66     12.52    10     42.80     30.16     13.71
 1456003421.43     0     41.08     28.66     12.19    10     42.51     29.97     14.07
 1456003421.53     0     40.38     28.02     12.45    10     42.55     29.85     13.85
 1456003421.63     0     38.09     25.08     15.82    10     39.75     26.52     16.98
 1456003421.73     0     37.45     23.79     20.77    10     39.73     25.32     24.99
 1456003421.83     0     33.56     20.09     20.71    10     38.53     24.36     25.04
 1456003421.93     0     40.64     28.00     13.64    10     42.93     29.85     16.23
 1456003422.03     0     41.33     28.92     11.98    10     43.08     30.40     13.70
 1456003422.13     0     40.75     28.25     12.75    10     42.74     30.14     13.52
 1456003422.23     0     39.45     26.92     12.89    10     38.86     26.26     13.02
 1456003422.33     0     40.36     27.79     13.13    10     41.95     29.32     13.27
 1456003422.43     0     38.70     25.07     19.45    10     39.76     25.98     20.11
 1456003422.53     0     39.70     25.24     27.99    10     41.24     26.63     28.66
 1456003422.63     0     41.51     28.78     14.19    10     43.06     30.23     14.63
 1456003422.73     0     41.36     28.84     13.04    10     42.88     30.31     13.12
 1456003422.83     0     41.51     29.01     13.09    10     42.67     30.24     13.10
 1456003422.93     0     40.45     28.03     12.93    10     42.28     29.69     13.21
 1456003423.03     0     39.78     26.46     17.96    10     41.17     27.75     18.27
 1456003423.13     0     38.43     24.11     25.72    10     39.50     25.18     26.32
 1456003423.24     0     40.58     27.34     18.09    10     42.61     29.09     18.53
 1456003423.34     0     41.56     29.03     12.96    10     42.65     30.20     13.15
 1456003423.44     0     41.22     28.83     13.04    10     43.12     30.56     13.02
 1456003423.54     0     39.96     27.44     12.86    10     41.52     28.94     13.13
 1456003423.64     0     41.07     28.53     12.99    10     42.58     29.98     13.38
 1456003423.74     0     39.60     25.07     26.50    10     41.01     26.32     27.11
 1456003423.84     0     39.76     26.04     22.14    10     41.43     27.55     22.84
 1456003423.94     0     41.62     29.11     13.02    10     43.38     30.80     13.20
 1456003424.04     0     41.21     28.71     12.94    10     42.77     30.20     13.06
 1456003424.14     0     41.14     28.62     13.06    10     42.63     30.06     13.14
 1456003424.24     0     40.95     28.41     13.19    10     42.41     29.81     13.19
 1456003424.34     0     39.37     25.18     23.66    10     40.64     26.32     23.88
 1456003424.44     0     39.34     25.28     24.90    10     41.03     26.78     25.89
 1456003424.54     0     41.97     29.43     13.19    10     43.48     30.88     13.23
 1456003424.64     0     40.64     28.11     12.97    10     41.97     29.39     13.23
 1456003424.74     0     41.38     28.87     13.02    10     42.87     30.32     13.16
 1456003424.84     0     40.93     28.38     13.26    10     42.42     29.82     13.35
 1456003424.94     0     38.81     25.55     19.18    10     40.10     26.51     19.68
 1456003425.04     0     39.47     24.73     27.15    10     40.88     26.31     27.37
 1456003425.14     0     41.26     28.37     15.15    10     42.79     29.80-652811.00
 1456003425.24     0     41.50     28.98     13.00    10     42.60     30.16     13.06
 1456003425.34     0     41.25     28.86     12.93    10     43.13     30.58     13.21
 1456003425.44     0     40.80     28.26     13.17    10     42.28     29.69     13.17
 1456003425.54     0     39.97     26.82     16.87    10     41.34     28.13     16.93
 1456003425.64     0     39.49     25.10     26.61    10     40.85     26.35     26.98
 1456003425.74     0     40.71     27.41     18.52    10     42.14     28.76     18.66
 1456003425.84     0     41.55     29.03     12.90    10     43.10     30.52     13.19
 1456003425.94     0     41.62     29.11     13.05    10     43.10     30.55     13.13
 1456003426.04     0     40.88     28.36     13.04    10     42.42     29.84     12.92
 1456003426.14     0     40.50     27.71     14.69    10     41.98     29.14     14.80
 1456003426.24     0     39.68     25.14     27.59    10     41.08     26.45     27.67
 1456003426.34     0     40.67     27.18     20.06    10     42.23     28.65     20.27
 1456003426.44     0     41.53     29.01     12.80    10     43.18     30.61     13.04
 1456003426.54     0     41.61     29.09     12.95    10     43.09     30.52     13.19
 1456003426.64     0     41.08     28.55     13.17    10     42.54     29.97     13.09
 1456003426.74     0     40.92     28.37     13.04    10     42.37     29.77     13.11
 1456003426.84     0     39.21     24.88     24.51    10     40.46     26.04     24.71
 1456003426.94     0     37.48     23.44     24.37    10     39.07     25.01     24.27
 1456003427.04     0     41.92     29.37     13.19    10     43.51     30.90     13.06
 1456003427.14     0     41.80     29.28     13.04    10     43.33     30.76     13.11
 1456003427.24     0     41.43     28.93     12.93    10     42.97     30.43     13.11
 1456003427.34     0     40.92     28.36     13.16    10     42.43     29.81     13.34
 1456003427.44     0     39.78     26.27     18.92    10     41.15     27.56     19.31
 1456003427.55     0     39.56     25.18     27.74    10     40.73     26.31     27.35
 1456003427.65     0     41.29     28.42     15.31    10     42.79     29.82     15.83
