time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	14.42	1.86	15.86	2.36	
0.5	14.04	1.86	15.40	2.19	
1.0	14.09	1.82	15.44	2.31	
1.5	14.01	1.85	15.42	2.26	
2.0	14.20	1.85	15.56	2.27	
2.5	14.03	1.85	15.46	2.31	
3.0	14.12	1.83	15.46	2.27	
3.5	13.88	1.75	15.51	2.28	
4.0	14.07	1.87	15.36	2.25	
4.5	18.42	2.93	19.23	3.35	
5.0	20.63	3.57	20.85	3.87	
5.5	16.07	2.31	16.96	2.69	
6.0	14.03	1.80	15.40	2.22	
6.5	14.24	1.83	15.60	2.29	
7.0	14.10	1.88	15.50	2.22	
7.5	19.60	3.51	20.51	3.72	
8.0	42.19	4.76	42.08	5.16	
8.5	59.52	5.07	58.72	5.57	
9.0	78.14	5.69	75.99	5.91	
9.5	78.83	5.82	76.77	6.49	
10.0	78.07	5.68	76.14	6.29	
10.5	78.62	6.00	76.56	6.33	
11.0	79.01	5.67	76.88	5.77	
11.5	78.38	6.00	76.29	6.41	
12.0	78.94	5.62	77.04	5.99	
12.5	78.08	6.11	75.85	6.40	
13.0	79.34	5.63	77.06	5.92	
13.5	78.40	5.92	76.16	6.45	
14.0	79.14	5.76	77.08	5.96	
14.5	78.45	5.74	75.72	6.20	
15.0	79.61	5.93	77.16	6.17	
15.5	77.20	5.26	74.87	6.24	
16.0	79.61	5.77	77.14	6.23	
16.5	78.39	5.59	76.04	5.98	
17.0	78.93	5.91	76.59	6.55	
17.5	79.03	5.35	76.70	5.65	
18.0	78.56	6.03	76.25	6.40	
18.5	79.20	5.44	77.04	5.82	
19.0	-524209.76	5.89	76.34	6.66	
19.5	79.16	5.68	77.09	5.99	
20.0	78.35	5.87	76.18	6.40	
20.5	79.08	5.65	77.44	5.98	
21.0	78.03	5.88	76.01	6.16	
21.5	79.27	5.69	77.64	6.20	
22.0	77.86	6.00	75.98	6.12	
22.5	78.85	5.98	76.78	6.68	
23.0	78.72	5.32	77.13	5.84	
23.5	78.31	5.89	76.41	6.46	
24.0	79.00	5.43	77.36	5.73	
24.5	78.39	5.90	76.40	6.36	
25.0	79.01	5.48	77.42	6.03	
25.5	77.95	5.71	76.06	6.33	
26.0	79.26	5.51	77.49	5.89	
26.5	78.18	5.77	76.32	6.34	
27.0	79.28	5.96	77.69	6.16	
27.5	70.91	5.17	69.23	5.64	
28.0	79.11	5.58	77.40	6.05	
28.5	78.28	5.70	76.39	6.41	
29.0	79.21	5.66	77.64	6.20	
29.5	78.08	5.68	76.31	6.09	
30.0	79.13	5.80	77.16	6.42	
30.5	78.22	5.66	76.83	6.20	
31.0	78.52	5.80	76.48	6.40	
31.5	79.08	5.52	77.35	5.97	
32.0	74.65	5.41	73.07	6.00	
32.5	75.78	5.69	74.68	5.93	
33.0	78.63	5.95	76.59	6.35	
33.5	78.92	5.65	77.42	5.97	
34.0	78.68	5.88	76.81	6.28	
34.5	79.16	5.42	77.38	5.85	
35.0	78.49	5.94	76.77	6.14	
35.5	79.30	5.54	77.70	6.08	
36.0	78.26	5.89	76.35	6.10	
36.5	79.41	5.80	77.82	5.98	
37.0	78.42	5.61	76.50	5.95	
37.5	78.98	5.90	77.10	6.39	
38.0	78.79	5.57	77.12	6.00	
38.5	76.65	5.56	74.96	6.17	
39.0	74.35	5.59	72.16	5.85	
39.5	79.52	6.15	77.80	6.44	
40.0	78.25	5.67	76.76	6.13	
40.5	78.75	6.04	76.79	6.49	
41.0	79.20	5.65	77.52	5.99	
41.5	78.52	6.09	76.73	6.50	
42.0	79.30	5.40	77.51	6.23	
42.5	78.49	6.00	76.80	6.13	
43.0	79.51	5.47	77.76	6.13	
43.5	77.86	5.74	76.74	6.21	
44.0	79.66	5.62	77.85	6.35	
44.5	78.47	5.86	76.52	6.22	
45.0	78.92	5.91	76.97	6.33	
45.5	78.94	5.70	77.47	6.07	
46.0	78.89	5.80	76.95	6.36	
46.5	79.38	5.64	77.68	6.03	
47.0	78.78	5.92	77.13	6.47	
47.5	79.30	5.63	77.66	5.88	
48.0	78.51	6.13	76.94	6.34	
48.5	79.57	5.69	78.09	5.95	
49.0	78.45	5.65	76.83	5.90	
49.5	79.74	5.77	78.05	6.30	
50.0	78.40	5.60	76.57	6.23	
50.5	78.57	6.00	77.50	6.52	
