time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.41	2.40	16.83	2.48	
0.5	12.87	2.37	16.32	2.36	
1.0	13.45	2.38	16.77	2.49	
1.5	12.95	2.32	16.44	2.42	
2.0	13.01	2.27	16.39	2.48	
2.5	12.98	2.29	16.43	2.49	
3.0	13.02	2.33	16.44	2.44	
3.5	16.35	3.28	20.15	3.65	
4.0	18.75	3.83	22.99	4.34	
4.5	15.22	2.83	18.90	3.05	
5.0	13.72	2.49	17.04	2.52	
5.5	12.95	2.29	16.45	2.47	
6.0	13.08	2.36	16.55	2.35	
6.5	12.94	2.37	16.43	2.36	
7.0	13.06	2.37	16.49	2.45	
7.5	18.48	3.84	21.29	3.70	
8.0	66.71	5.90	66.50	6.18	
8.5	35.12	5.00	36.03	5.26	
9.0	78.20	6.11	77.04	6.52	
9.5	79.17	6.48	78.26	6.65	
10.0	78.55	6.39	77.72	6.55	
10.5	79.27	6.65	78.13	6.80	
11.0	79.29	5.86	78.55	6.58	
11.5	78.71	6.65	77.43	6.58	
12.0	79.57	6.00	78.79	6.24	
12.5	78.44	6.47	77.58	6.66	
13.0	79.70	6.16	78.87	6.40	
13.5	78.63	6.43	77.65	6.37	
14.0	79.81	6.35	79.17	6.46	
14.5	78.92	6.52	77.53	6.41	
15.0	79.67	6.29	79.27	6.48	
15.5	77.46	6.18	76.31	6.26	
16.0	79.98	6.18	79.24	6.54	
16.5	78.82	6.33	77.73	6.60	
17.0	79.26	6.37	78.12	6.81	
17.5	79.36	6.03	78.49	6.54	
18.0	79.20	6.33	77.95	6.96	
18.5	79.71	5.89	78.88	6.70	
19.0	78.77	6.59	77.80	6.69	
19.5	79.80	5.87	79.05	6.49	
20.0	79.02	6.60	77.88	6.38	
20.5	79.89	6.14	79.05	6.64	
21.0	78.81	6.50	77.67	6.61	
21.5	80.01	6.15	79.41	6.79	
22.0	78.73	6.39	77.71	6.68	
22.5	79.33	6.39	78.45	6.70	
23.0	79.50	6.14	78.79	6.33	
23.5	79.19	6.39	78.30	6.90	
24.0	79.77	5.82	79.23	6.65	
24.5	78.83	6.41	78.02	6.66	
25.0	79.83	6.18	79.33	6.68	
25.5	78.48	6.33	77.89	6.32	
26.0	79.56	6.27	79.45	6.44	
26.5	78.71	6.32	78.02	6.72	
27.0	79.76	6.30	79.57	6.54	
27.5	71.47	5.73	70.18	5.80	
28.0	79.48	5.95	79.26	6.36	
28.5	78.67	6.26	78.27	6.70	
29.0	79.65	6.26	79.67	6.53	
29.5	78.59	6.29	78.13	6.60	
30.0	79.47	6.43	79.19	6.78	
30.5	78.61	5.97	78.65	6.47	
31.0	78.92	6.54	78.40	6.81	
31.5	79.33	5.92	79.14	6.32	
32.0	75.06	6.14	74.92	5.91	
32.5	76.72	5.99	75.43	6.61	
33.0	78.87	6.44	78.50	6.60	
33.5	79.30	5.85	79.07	6.35	
34.0	78.99	6.43	78.51	6.54	
34.5	79.64	6.07	79.42	6.55	
35.0	78.77	6.31	78.43	6.50	
35.5	79.64	6.13	79.46	6.55	
36.0	78.56	6.46	78.17	6.47	
36.5	79.88	6.29	79.78	6.52	
37.0	78.55	6.05	78.21	6.30	
37.5	79.52	6.39	79.24	6.64	
38.0	78.99	6.10	78.96	6.51	
38.5	77.27	6.17	77.16	6.35	
39.0	74.53	5.85	73.61	5.97	
39.5	79.96	6.48	79.69	6.45	
40.0	78.56	6.27	78.53	6.36	
40.5	79.19	6.51	78.69	6.45	
41.0	79.44	5.83	79.61	6.46	
41.5	78.86	6.59	78.59	6.59	
42.0	79.75	6.13	79.62	6.47	
42.5	78.63	6.43	78.33	6.62	
43.0	79.86	6.31	79.76	6.66	
43.5	78.99	6.12	78.54	6.40	
44.0	79.80	6.26	79.83	6.53	
44.5	78.46	6.25	77.79	6.38	
45.0	79.25	6.50	78.99	6.67	
45.5	79.40	6.19	79.02	6.19	
46.0	79.26	6.44	78.68	6.69	
46.5	79.55	5.85	79.45	6.21	
47.0	79.12	6.21	78.66	6.61	
47.5	79.95	6.14	79.58	6.50	
48.0	78.90	6.25	78.17	6.61	
48.5	79.90	6.47	79.80	6.72	
49.0	79.07	6.21	78.49	6.47	
49.5	80.03	6.22	79.79	6.61	
50.0	78.72	6.11	78.10	6.32	
50.5	79.39	6.29	78.88	6.84	
51.0	79.70	6.16	79.42	6.63	
51.5	78.93	6.31	78.54	6.35	
52.0	79.68	6.30	79.38	6.38	
52.5	72.14	6.00	71.20	6.21	
53.0	79.53	5.87	79.30	6.30	
53.5	79.25	6.46	78.71	6.80	
54.0	79.65	5.94	79.47	6.50	
54.5	72.21	6.00	71.06	6.15	
55.0	79.20	5.68	79.20	6.34	
55.5	78.85	6.50	78.59	6.62	
56.0	79.45	6.06	79.44	6.43	
56.5	78.95	6.50	78.78	6.60	
57.0	79.69	6.05	79.69	6.72	
57.5	78.83	6.30	71.24	6.09	
58.0	79.68	6.28	79.30	6.41	
58.5	71.74	5.89	78.87	6.72	
59.0	79.64	6.02	79.81	6.47	
59.5	77.67	6.16	77.40	6.63	
60.0	79.76	6.17	79.93	6.58	
60.5	78.87	6.29	78.58	6.55	
61.0	79.78	6.22	80.06	6.41	
61.5	78.43	6.23	78.35	6.45	
62.0	79.29	6.51	79.25	6.54	
62.5	79.05	6.06	79.16	6.23	
63.0	78.96	6.25	78.95	6.78	
63.5	79.43	5.91	79.65	6.34	
64.0	79.16	6.45	78.95	6.71	
64.5	79.83	5.89	79.94	6.59	
65.0	78.91	6.42	78.73	6.68	
65.5	79.91	6.02	79.96	6.52	
66.0	78.81	6.39	78.80	6.65	
66.5	80.02	6.47	80.28	6.56	
67.0	78.73	6.09	78.65	6.49	
67.5	79.42	6.44	79.30	6.52	
68.0	79.56	6.00	79.85	6.17	
68.5	78.98	6.39	78.81	6.82	
69.0	79.87	5.99	79.93	6.64	
69.5	78.99	6.35	78.91	6.55	
70.0	79.95	6.42	80.09	6.57	
70.5	78.85	6.38	78.59	6.55	
71.0	80.11	6.04	80.14	6.35	
71.5	78.82	6.02	78.83	6.27	
72.0	79.67	6.43	79.57	6.43	
72.5	72.46	5.49	72.56	5.91	
73.0	79.87	6.00	80.03	6.29	
73.5	78.76	6.14	78.56	6.39	
74.0	80.02	6.31	80.16	6.45	
74.5	78.89	5.94	78.93	6.38	
75.0	79.34	6.66	79.06	6.39	
75.5	79.75	6.14	79.95	6.23	
76.0	78.96	6.53	78.84	6.57	
76.5	80.02	6.05	80.02	6.35	
77.0	79.04	6.30	78.83	6.67	
77.5	80.12	6.34	80.23	6.38	
78.0	79.20	6.29	78.87	6.51	
78.5	80.16	5.98	80.37	6.26	
79.0	78.62	6.16	78.58	6.49	
79.5	79.69	6.23	79.48	6.74	
80.0	79.73	6.07	79.77	5.98	
80.5	79.43	6.44	79.27	6.48	
81.0	79.77	5.90	79.93	6.41	
81.5	79.47	6.49	79.20	6.38	
82.0	80.14	6.15	80.19	6.24	
82.5	79.23	6.27	79.11	6.29	
83.0	80.28	6.02	80.21	6.48	
83.5	79.01	6.31	78.81	6.21	
84.0	79.92	6.31	79.69	6.46	
84.5	79.31	5.90	79.40	6.44	
85.0	79.59	6.21	79.28	6.50	
85.5	79.94	5.99	80.03	6.40	
86.0	79.31	6.38	79.02	6.24	
86.5	79.98	6.08	79.90	6.63	
87.0	79.31	6.26	79.13	6.37	
87.5	80.32	6.01	80.28	6.50	
88.0	79.30	6.04	79.00	6.25	
88.5	80.21	6.48	80.26	6.31	
89.0	78.82	6.11	78.42	6.35	
89.5	79.71	6.39	79.56	6.67	
90.0	79.83	6.15	79.97	6.09	
90.5	79.21	6.54	78.87	6.20	
91.0	80.17	5.76	80.13	6.09	
91.5	79.53	6.37	79.21	6.49	
92.0	80.20	5.99	80.20	6.39	
92.5	79.55	6.32	78.97	6.30	
93.0	80.45	6.49	80.38	6.32	
93.5	79.26	6.36	79.02	6.49	
94.0	79.87	6.41	79.41	6.58	
94.5	79.86	5.86	79.81	5.98	
95.0	78.62	6.43	78.28	6.37	
95.5	79.84	6.09	80.08	6.17	
96.0	79.41	6.45	78.95	6.53	
96.5	79.93	6.16	80.17	6.40	
97.0	79.45	6.45	79.21	6.53	
97.5	79.90	6.48	80.27	6.30	
98.0	79.21	6.34	78.86	6.20	
98.5	80.17	6.05	80.44	6.41	
99.0	79.09	6.10	79.04	6.48	
99.5	78.80	6.30	79.11	6.57	
100.0	79.00	6.20	79.24	6.47	
100.5	79.21	6.35	79.14	6.55	
101.0	79.82	5.92	80.06	6.15	
101.5	79.12	6.30	79.27	6.22	
102.0	79.97	6.23	79.93	6.32	
102.5	78.17	6.29	78.31	6.57	
103.0	79.86	6.03	80.25	6.18	
103.5	72.09	5.95	71.34	6.00	
104.0	79.78	5.94	79.83	6.16	
