time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.41	1.84	16.11	2.42	
0.5	13.06	1.79	15.76	2.27	
1.0	12.89	1.84	15.57	2.36	
1.5	12.89	1.79	15.36	2.29	
2.0	12.92	1.82	15.83	2.34	
2.5	12.96	1.85	15.65	2.30	
3.0	12.81	1.72	15.57	2.25	
3.5	17.48	3.03	19.65	3.46	
4.0	19.66	3.71	21.31	4.02	
4.5	14.30	2.15	16.69	2.61	
5.0	13.07	1.80	15.70	2.32	
5.5	17.86	3.11	20.01	3.53	
6.0	19.71	3.74	21.22	3.88	
6.5	13.83	1.95	16.38	2.57	
7.0	13.25	1.88	15.60	2.39	
7.5	17.56	3.09	19.91	3.54	
8.0	19.66	3.66	21.26	3.98	
8.5	14.28	2.08	16.69	2.56	
9.0	13.05	1.76	15.54	2.27	
9.5	17.67	3.20	20.04	3.69	
10.0	24.99	5.36	28.42	5.87	
10.5	44.91	8.97	47.33	8.79	
11.0	44.84	8.87	46.94	8.80	
11.5	46.37	8.66	48.56	8.68	
12.0	55.59	12.02	60.87	12.75	
12.5	62.00	13.15	66.21	13.49	
13.0	73.78	12.99	76.27	13.28	
13.5	75.88	13.59	79.76	14.13	
14.0	59.71	10.71	64.10	11.33	
14.5	83.65	12.93	85.89	13.08	
15.0	82.90	14.08	85.22	14.71	
15.5	78.56	11.50	80.71	11.92	
16.0	82.18	14.37	84.59	14.59	
16.5	66.17	10.38	69.47	10.71	
17.0	73.12	13.64	76.07	14.28	
17.5	84.63	14.72	87.23	14.68	
18.0	81.45	12.88	84.19	13.06	
18.5	78.36	11.63	81.30	12.10	
19.0	76.16	12.26	80.66	12.77	
19.5	67.01	14.13	70.58	14.68	
20.0	78.80	11.60	81.40	12.05	
20.5	80.51	12.40	83.64	12.68	
21.0	81.47	13.76	85.00	14.05	
21.5	75.43	11.71	77.45	12.36	
22.0	63.62	13.70	67.73	13.88	
22.5	79.92	13.35	82.74	13.79	
23.0	74.19	10.02	77.35	10.17	
23.5	82.32	12.45	85.77	12.89	
24.0	77.99	13.75	80.41	13.92	
24.5	63.43	11.91	65.69	12.57	
25.0	81.34	12.02	84.71	12.82	
25.5	84.27	13.79	87.35	14.22	
26.0	79.61	12.43	81.79	13.05	
26.5	82.99	13.02	86.24	13.52	
27.0	66.42	12.61	81.39	13.69	
27.5	68.03	11.28	71.66	12.11	
28.0	83.41	13.41	86.36	14.09	
28.5	86.39	14.54	89.78	15.01	
29.0	79.88	13.05	83.92	13.74	
29.5	72.40	10.16	76.72	10.95	
30.0	65.28	11.36	70.04	12.01	
30.5	87.43	15.36	92.28	15.95	
31.0	82.12	12.70	85.61	13.22	
31.5	78.02	10.71	81.09	11.40	
32.0	81.28	12.64	84.59	13.02	
32.5	56.98	11.92	59.71	12.49	
33.0	67.21	13.94	71.71	14.64	
33.5	84.53	12.24	88.48	13.08	
34.0	77.06	12.32	79.25	12.67	
34.5	82.22	13.16	85.75	13.65	
35.0	75.71	14.22	81.47	14.90	
35.5	58.20	10.57	61.99	11.06	
36.0	78.40	11.51	80.91	11.84	
36.5	83.59	12.13	86.66	12.85	
37.0	86.21	15.45	89.50	16.00	
37.5	72.07	11.12	76.52	11.63	
38.0	56.76	10.35	60.52	10.72	
38.5	84.44	13.35	87.65	14.31	
39.0	83.25	13.00	86.12	13.18	
39.5	80.85	11.39	84.23	12.11	
40.0	80.27	12.95	85.58	13.41	
40.5	53.89	10.46	57.23	11.11	
41.0	82.29	12.97	86.04	13.49	
41.5	86.73	15.41	90.27	15.75	
42.0	84.19	13.11	88.13	13.56	
42.5	74.86	10.20	76.96	10.61	
43.0	61.21	11.14	63.54	11.83	
43.5	80.61	15.49	85.01	15.99	
44.0	81.67	12.75	85.35	13.23	
44.5	77.22	10.72	79.98	11.11	
45.0	83.30	12.71	86.98	13.09	
45.5	71.74	15.03	76.68	15.69	
46.0	61.91	9.11	65.02	9.87	
46.5	82.72	12.02	86.34	12.55	
47.0	85.08	13.67	88.72	14.09	
47.5	85.74	14.46	89.61	15.19	
48.0	62.69	10.51	67.56	11.13	
48.5	65.38	11.53	69.96	12.17	
49.0	84.98	14.60	88.15	15.11	
49.5	78.41	11.37	81.47	11.43	
50.0	86.20	13.61	90.41	14.11	
50.5	71.45	12.68	75.62	13.48	
51.0	60.40	10.15	64.27	10.73	
51.5	86.26	13.83	89.76	14.35	
52.0	86.72	14.36	90.52	14.78	
52.5	82.15	13.01	86.40	13.61	
53.0	65.18	9.41	66.96	9.66	
53.5	61.54	11.23	66.08	11.85	
54.0	86.18	15.69	90.02	16.03	
54.5	79.80	11.32	83.04	11.70	
55.0	80.29	11.02	84.35	11.36	
55.5	77.47	13.06	78.92	13.62	
56.0	58.38	10.16	62.97	10.44	
56.5	83.76	14.79	87.86	15.13	
57.0	84.03	13.39	88.16	13.56	
57.5	75.87	10.47	79.02	10.96	
58.0	81.99	13.20	86.07	13.80	
58.5	66.82	14.68	73.25	14.97	
59.0	69.51	11.06	72.66	11.32	
59.5	77.20	10.56	80.30	10.74	
60.0	84.16	12.63	87.94	13.25	
60.5	87.11	15.22	91.96	15.38	
61.0	58.11	10.33	62.98	10.58	
61.5	69.11	11.24	72.93	11.49	
62.0	84.22	13.38	88.03	13.88	
62.5	82.30	13.90	85.77	13.87	
63.0	79.60	11.38	83.41	11.86	
63.5	67.02	11.93	71.47	12.30	
64.0	66.42	12.72	70.89	13.40	
64.5	82.00	11.47	85.94	11.77	
65.0	86.29	14.51	90.23	14.73	
65.5	83.79	13.42	88.28	13.99	
66.0	66.19	10.29	67.17	10.58	
66.5	61.72	12.54	65.89	12.86	
67.0	87.18	14.61	91.70	15.12	
67.5	80.67	12.94	83.94	13.25	
68.0	74.68	9.44	77.84	10.05	
68.5	80.82	12.66	83.58	13.10	
69.0	66.92	14.74	70.68	15.13	
69.5	71.65	10.97	75.16	11.88	
70.0	78.35	10.85	81.34	11.38	
70.5	84.44	13.21	88.27	13.58	
71.0	83.63	14.87	87.73	15.17	
71.5	61.38	10.64	66.34	11.38	
72.0	68.51	10.88	72.45	11.54	
