time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.74	2.05	16.21	2.71	
0.5	13.13	1.84	15.62	2.53	
1.0	13.23	1.93	15.62	2.56	
1.5	13.28	1.86	15.78	2.54	
2.0	13.09	1.79	15.53	2.57	
2.5	13.00	1.76	15.54	2.58	
3.0	13.10	1.80	15.50	2.59	
3.5	12.99	1.88	15.51	2.42	
4.0	13.20	1.84	15.53	2.55	
4.5	16.93	3.18	20.08	4.08	
5.0	18.33	3.55	21.90	4.54	
5.5	14.47	2.21	17.17	2.99	
6.0	13.18	1.83	15.54	2.49	
6.5	17.20	3.13	20.42	4.04	
7.0	18.49	3.82	22.05	4.77	
7.5	13.97	2.12	16.60	2.82	
8.0	13.22	1.88	15.66	2.63	
8.5	17.17	3.15	20.39	4.06	
9.0	18.87	3.76	22.62	4.73	
9.5	37.75	8.26	25.77	5.20	
10.0	49.41	10.68	28.05	4.76	
10.5	48.79	9.96	29.48	5.45	
11.0	55.38	10.00	33.51	5.30	
11.5	64.29	13.23	32.72	5.55	
12.0	70.51	15.59	33.60	5.50	
12.5	76.31	17.06	35.25	5.70	
13.0	76.98	17.64	36.09	5.81	
13.5	70.09	15.70	37.22	5.74	
14.0	70.03	15.60	57.04	6.83	
14.5	64.75	14.02	54.10	6.54	
15.0	76.60	17.91	57.78	6.75	
15.5	65.81	14.77	56.07	6.51	
16.0	74.89	17.27	59.91	6.71	
16.5	70.45	16.73	57.43	6.70	
17.0	64.58	15.02	53.86	6.50	
17.5	62.53	13.73	55.14	6.72	
18.0	72.47	15.76	58.87	6.97	
18.5	68.47	15.54	57.30	7.31	
19.0	73.23	16.81	56.11	6.52	
19.5	69.57	16.48	55.08	6.53	
20.0	67.00	14.01	49.50	6.23	
20.5	62.24	12.80	54.98	6.50	
21.0	73.57	16.35	58.05	6.52	
21.5	66.74	15.79	54.60	6.46	
22.0	73.95	16.79	59.48	6.85	
22.5	69.78	15.97	58.13	6.90	
23.0	68.34	14.54	59.21	7.07	
23.5	65.71	14.48	55.12	6.91	
24.0	76.94	18.00	58.17	7.01	
24.5	67.68	16.07	50.81	6.19	
25.0	64.86	15.73	56.24	6.15	
25.5	71.69	17.82	57.96	6.22	
26.0	53.71	12.17	52.17	6.38	
26.5	68.43	15.75	58.82	6.50	
27.0	67.20	16.53	57.52	6.79	
27.5	69.88	16.93	58.66	6.65	
28.0	63.10	15.77	54.52	6.85	
28.5	69.68	16.48	60.80	7.06	
29.0	61.78	14.55	53.22	6.63	
29.5	71.31	15.91	58.96	6.39	
30.0	67.91	16.61	56.21	6.17	
30.5	67.72	16.07	57.98	6.33	
31.0	68.82	16.78	58.44	6.56	
31.5	59.99	12.64	56.31	6.58	
32.0	60.45	14.09	53.92	6.67	
32.5	73.32	17.58	60.27	6.75	
33.0	64.41	15.50	56.39	7.28	
33.5	68.17	16.71	58.53	7.17	
34.0	66.94	15.54	55.42	6.92	
34.5	57.66	14.13	52.22	5.78	
35.0	60.38	13.18	55.90	6.28	
35.5	71.68	16.75	59.95	6.45	
36.0	65.38	15.17	57.11	6.67	
36.5	66.38	16.44	55.79	6.33	
37.0	71.62	17.49	60.33	6.77	
37.5	57.78	11.60	56.06	7.06	
38.0	59.79	12.97	55.92	7.26	
38.5	72.28	17.51	57.65	6.67	
39.0	62.93	14.61	53.91	6.25	
39.5	71.13	17.99	59.47	6.36	
40.0	71.79	17.29	60.69	6.23	
40.5	60.56	12.25	56.61	6.50	
41.0	65.19	15.29	55.29	6.19	
41.5	70.78	17.32	59.34	6.83	
42.0	63.33	13.80	57.15	6.73	
42.5	63.01	14.78	57.12	7.22	
43.0	71.58	17.85	58.61	6.81	
43.5	58.94	13.68	51.49	6.33	
44.0	65.98	15.14	56.98	6.28	
44.5	61.64	12.34	57.30	6.35	
45.0	67.23	16.60	56.37	6.25	
45.5	67.73	16.51	58.52	6.54	
46.0	71.59	17.92	60.88	6.86	
46.5	56.46	13.03	54.64	6.92	
47.0	72.56	17.16	60.93	7.35	
47.5	70.28	17.31	58.67	6.99	
48.0	69.60	16.75	56.12	6.39	
48.5	58.85	12.32	54.88	5.98	
49.0	70.21	16.86	60.96	6.43	
49.5	62.30	14.87	54.74	6.14	
50.0	73.49	17.55	61.41	6.87	
50.5	62.67	14.91	56.67	6.71	
