time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.38	2.15	15.96	2.81	
0.5	12.88	1.93	15.46	2.62	
1.0	12.95	1.95	15.53	2.64	
1.5	12.90	2.04	15.48	2.66	
2.0	12.84	2.03	15.46	2.63	
2.5	12.85	1.97	15.44	2.68	
3.0	13.02	1.99	15.56	2.69	
3.5	13.01	2.02	15.60	2.63	
4.0	12.98	2.00	15.46	2.57	
4.5	17.95	3.43	19.81	4.03	
5.0	19.69	3.83	21.03	4.44	
5.5	13.67	2.41	16.04	3.04	
6.0	12.83	2.03	15.44	2.59	
6.5	18.03	3.50	19.88	4.18	
7.0	19.49	3.91	21.03	4.52	
7.5	13.76	2.18	16.24	2.82	
8.0	12.68	2.01	15.49	2.62	
8.5	13.05	2.05	15.44	2.55	
9.0	15.73	2.86	18.36	3.47	
9.5	48.61	8.35	49.20	8.76	
10.0	63.88	11.48	63.56	11.74	
10.5	63.48	11.08	63.18	11.55	
11.0	80.27	15.07	78.99	15.86	
11.5	96.57	19.29	93.76	19.84	
12.0	93.83	19.16	90.78	19.73	
12.5	93.96	18.38	91.60	19.39	
13.0	94.67	19.58	91.70	20.27	
13.5	95.32	18.69	92.17	19.32	
14.0	96.60	19.78	93.54	20.36	
14.5	95.93	19.46	92.85	20.24	
15.0	91.96	18.83	89.12	19.15	
15.5	92.04	17.99	89.60	18.68	
16.0	97.17	19.64	94.01	20.36	
16.5	95.99	19.59	93.08	20.21	
17.0	94.74	19.32	91.99	19.98	
17.5	96.78	19.51	93.76	20.25	
18.0	94.81	18.98	91.85	19.62	
18.5	96.57	19.66	93.65	20.37	
19.0	93.87	19.03	91.04	19.65	
19.5	94.61	18.51	91.88	19.35	
20.0	97.66	19.84	94.74	20.49	
20.5	96.41	19.63	93.51	20.49	
21.0	91.95	18.57	89.20	19.04	
21.5	93.62	18.73	91.34	19.45	
22.0	97.62	19.67	94.62	20.45	
22.5	97.24	19.87	94.31	20.42	
23.0	94.61	19.23	91.96	19.95	
23.5	96.91	19.44	93.98	19.94	
24.0	95.26	19.48	92.97	20.37	
24.5	94.29	19.33	91.93	19.85	
25.0	95.57	19.62	93.04	20.50	
25.5	96.81	19.25	94.18	19.66	
26.0	94.15	18.92	92.06	19.84	
26.5	95.46	19.43	93.13	19.87	
27.0	92.23	18.84	90.41	19.50	
27.5	95.03	18.57	92.48	19.07	
28.0	96.30	19.88	93.90	20.67	
28.5	95.55	19.29	93.23	19.84	
29.0	93.25	18.93	90.98	19.60	
29.5	94.90	18.56	92.85	19.11	
30.0	95.27	19.48	93.14	20.26	
30.5	96.88	19.58	94.29	20.36	
31.0	94.78	19.52	92.29	20.09	
31.5	88.51	15.62	86.87	16.30	
32.0	97.36	19.71	94.75	20.45	
32.5	94.23	18.99	91.93	19.70	
33.0	95.06	19.30	92.89	19.93	
33.5	93.84	18.77	91.85	19.53	
34.0	97.73	19.64	95.22	20.24	
34.5	96.99	19.85	94.28	20.75	
35.0	95.93	19.69	93.51	20.19	
35.5	91.01	18.04	89.43	18.74	
36.0	98.65	20.01	96.09	20.64	
36.5	95.82	19.73	93.44	20.38	
37.0	94.99	19.20	92.99	19.97	
37.5	91.96	18.00	89.85	18.58	
38.0	98.69	19.92	95.99	20.65	
38.5	97.75	20.26	94.94	21.06	
39.0	95.33	19.39	92.80	20.27	
39.5	93.49	18.57	91.23	19.24	
40.0	96.80	19.14	94.25	19.99	
40.5	96.63	19.66	94.14	20.50	
41.0	94.37	18.78	91.70	19.59	
41.5	96.51	19.18	93.60	20.05	
42.0	95.58	19.01	93.03	19.85	
42.5	97.52	20.00	94.70	20.55	
43.0	94.35	19.40	91.88	20.36	
43.5	96.46	19.06	93.83	19.61	
44.0	96.56	19.71	94.01	20.64	
44.5	95.67	19.08	93.38	19.83	
45.0	93.59	19.06	91.26	19.91	
45.5	95.09	18.07	92.90	18.85	
46.0	96.91	19.99	94.50	21.02	
46.5	97.17	19.74	94.72	20.59	
47.0	92.42	18.56	90.38	19.51	
